"month","division","line","day_type","reporting_category","delays"
"2024-09-01","B DIVISION","E","2","External Factors","13"
"2024-09-01","B DIVISION","E","2","Infrastructure & Equipment","33"
"2024-09-01","B DIVISION","E","2","Planned ROW Work","178"
"2024-09-01","B DIVISION","F","1","Planned ROW Work","1,019"
"2024-09-01","B DIVISION","F","1","Crew Availability","150"
"2024-09-01","B DIVISION","F","1","Operating Conditions","103"
"2024-09-01","B DIVISION","F","1","Infrastructure & Equipment","828"
"2024-09-01","B DIVISION","F","1","Police & Medical","519"
"2024-09-01","B DIVISION","F","2","Crew Availability","32"
"2024-09-01","B DIVISION","F","2","External Factors","14"
"2024-09-01","B DIVISION","F","2","Infrastructure & Equipment","138"
"2024-09-01","B DIVISION","F","2","Police & Medical","49"
"2024-09-01","B DIVISION","F","2","Operating Conditions","35"
"2024-09-01","B DIVISION","F","2","Planned ROW Work","282"
"2024-09-01","B DIVISION","G","1","Planned ROW Work","584"
"2024-09-01","B DIVISION","G","1","Police & Medical","248"
"2024-09-01","B DIVISION","G","1","Crew Availability","101"
"2024-09-01","B DIVISION","G","1","Infrastructure & Equipment","373"
"2024-09-01","B DIVISION","G","1","Operating Conditions","48"
"2024-09-01","B DIVISION","G","2","Crew Availability","7"
"2024-09-01","B DIVISION","G","2","Operating Conditions","14"
"2024-09-01","B DIVISION","G","2","Infrastructure & Equipment","71"
"2024-09-01","B DIVISION","G","2","Police & Medical","37"
"2024-09-01","B DIVISION","G","2","Planned ROW Work","266"
"2024-09-01","B DIVISION","JZ","1","Planned ROW Work","728"
"2024-09-01","B DIVISION","JZ","1","Police & Medical","213"
"2024-09-01","B DIVISION","JZ","1","Crew Availability","61"
"2024-09-01","B DIVISION","JZ","1","Operating Conditions","95"
"2024-09-01","B DIVISION","JZ","1","Infrastructure & Equipment","196"
"2024-09-01","B DIVISION","JZ","2","Planned ROW Work","47"
"2024-09-01","B DIVISION","JZ","2","Infrastructure & Equipment","64"
"2024-09-01","B DIVISION","JZ","2","External Factors","16"
"2024-09-01","B DIVISION","JZ","2","Crew Availability","58"
"2024-09-01","B DIVISION","JZ","2","Operating Conditions","31"
"2024-09-01","B DIVISION","JZ","2","Police & Medical","147"
"2024-09-01","B DIVISION","L","1","Police & Medical","322"
"2024-09-01","B DIVISION","L","1","Planned ROW Work","222"
"2024-09-01","B DIVISION","L","1","Operating Conditions","6"
"2024-09-01","B DIVISION","L","1","Infrastructure & Equipment","224"
"2024-09-01","B DIVISION","L","1","Crew Availability","48"
"2024-09-01","B DIVISION","L","2","Crew Availability","7"
"2024-09-01","B DIVISION","L","2","Planned ROW Work","4"
"2024-09-01","B DIVISION","L","2","Infrastructure & Equipment","43"
"2024-09-01","B DIVISION","L","2","Police & Medical","218"
"2024-09-01","B DIVISION","M","1","Planned ROW Work","268"
"2024-09-01","B DIVISION","M","1","Operating Conditions","61"
"2024-09-01","B DIVISION","M","1","Infrastructure & Equipment","427"
"2024-09-01","B DIVISION","M","1","Crew Availability","91"
"2024-09-01","B DIVISION","M","1","Police & Medical","291"
"2024-09-01","B DIVISION","M","1","External Factors","1"
"2024-09-01","B DIVISION","M","2","Operating Conditions","2"
"2024-09-01","B DIVISION","M","2","Infrastructure & Equipment","8"
"2024-09-01","B DIVISION","M","2","Crew Availability","12"
"2024-09-01","B DIVISION","M","2","Police & Medical","21"
"2024-09-01","B DIVISION","M","2","Planned ROW Work","16"
"2024-09-01","B DIVISION","M","2","External Factors","7"
"2024-09-01","B DIVISION","N","1","Crew Availability","191"
"2024-09-01","B DIVISION","N","1","Planned ROW Work","519"
"2024-09-01","B DIVISION","N","1","Operating Conditions","195"
"2024-09-01","B DIVISION","N","1","Police & Medical","619"
"2024-09-01","B DIVISION","N","1","Infrastructure & Equipment","823"
"2024-09-01","B DIVISION","N","2","Planned ROW Work","245"
"2024-09-01","B DIVISION","N","2","Operating Conditions","54"
"2024-09-01","B DIVISION","N","2","Infrastructure & Equipment","140"
"2024-09-01","B DIVISION","N","2","External Factors","1"
"2024-09-01","B DIVISION","N","2","Crew Availability","70"
"2024-09-01","B DIVISION","N","2","Police & Medical","96"
"2024-09-01","B DIVISION","Q","1","Crew Availability","102"
"2024-09-01","B DIVISION","Q","1","Operating Conditions","131"
"2024-09-01","B DIVISION","Q","1","Infrastructure & Equipment","517"
"2024-09-01","B DIVISION","Q","1","Police & Medical","449"
"2024-09-01","B DIVISION","Q","1","Planned ROW Work","524"
"2024-09-01","B DIVISION","Q","2","Planned ROW Work","74"
"2024-09-01","B DIVISION","Q","2","Infrastructure & Equipment","85"
"2024-09-01","B DIVISION","Q","2","Police & Medical","106"
"2024-09-01","B DIVISION","Q","2","Crew Availability","55"
"2024-09-01","B DIVISION","Q","2","Operating Conditions","72"
"2024-09-01","B DIVISION","R","1","Infrastructure & Equipment","483"
"2024-09-01","B DIVISION","R","1","Operating Conditions","58"
"2024-09-01","B DIVISION","R","1","Planned ROW Work","180"
"2024-09-01","B DIVISION","R","1","Police & Medical","341"
"2024-09-01","B DIVISION","R","1","Crew Availability","114"
"2024-09-01","B DIVISION","R","2","Crew Availability","44"
"2024-09-01","B DIVISION","R","2","Police & Medical","40"
"2024-09-01","B DIVISION","R","2","Infrastructure & Equipment","111"
"2024-09-01","B DIVISION","R","2","External Factors","9"
"2024-09-01","B DIVISION","R","2","Planned ROW Work","64"
"2024-09-01","B DIVISION","R","2","Operating Conditions","12"
"2024-09-01","B DIVISION","S 42nd","1","Police & Medical","7"
"2024-09-01","B DIVISION","S 42nd","1","Crew Availability","4"
"2024-09-01","B DIVISION","S 42nd","1","Infrastructure & Equipment","80"
"2024-09-01","B DIVISION","S 42nd","2","Operating Conditions","2"
"2024-09-01","B DIVISION","S Fkln","1","Planned ROW Work","12"
"2024-09-01","B DIVISION","S Fkln","1","Police & Medical","8"
"2024-09-01","B DIVISION","S Fkln","1","Crew Availability","12"
"2024-09-01","B DIVISION","S Fkln","1","Operating Conditions","2"
"2024-09-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","2"
"2024-09-01","B DIVISION","S Fkln","2","Police & Medical","8"
"2024-09-01","B DIVISION","S Rock","1","Infrastructure & Equipment","14"
"2024-09-01","B DIVISION","S Rock","1","Police & Medical","11"
"2024-09-01","B DIVISION","S Rock","1","Operating Conditions","3"
"2024-09-01","B DIVISION","S Rock","1","External Factors","101"
"2024-09-01","B DIVISION","S Rock","1","Planned ROW Work","28"
"2024-09-01","B DIVISION","S Rock","2","Infrastructure & Equipment","8"
"2024-09-01","B DIVISION","S Rock","2","Police & Medical","2"
"2024-09-01","B DIVISION","S Rock","2","External Factors","19"
"2024-10-01","A DIVISION","1","1","Crew Availability","60"
"2024-10-01","A DIVISION","1","1","Planned ROW Work","346"
"2024-10-01","A DIVISION","1","1","Infrastructure & Equipment","772"
"2024-10-01","A DIVISION","1","1","Police & Medical","472"
"2024-10-01","A DIVISION","1","1","External Factors","17"
"2024-10-01","A DIVISION","1","1","Operating Conditions","293"
"2024-10-01","A DIVISION","1","2","Planned ROW Work","70"
"2024-10-01","A DIVISION","1","2","Infrastructure & Equipment","96"
"2024-10-01","A DIVISION","1","2","Police & Medical","136"
"2024-10-01","A DIVISION","1","2","Operating Conditions","21"
"2024-10-01","A DIVISION","1","2","Crew Availability","16"
"2024-10-01","A DIVISION","2","1","Planned ROW Work","425"
"2024-10-01","A DIVISION","2","1","Crew Availability","56"
"2024-10-01","A DIVISION","2","1","External Factors","17"
"2024-10-01","A DIVISION","2","1","Operating Conditions","292"
"2024-10-01","A DIVISION","2","1","Infrastructure & Equipment","531"
"2024-10-01","A DIVISION","2","1","Police & Medical","600"
"2024-10-01","A DIVISION","2","2","Planned ROW Work","138"
"2024-10-01","A DIVISION","2","2","Operating Conditions","101"
"2024-10-01","A DIVISION","2","2","Crew Availability","5"
"2024-10-01","A DIVISION","2","2","Infrastructure & Equipment","55"
"2024-10-01","A DIVISION","2","2","Police & Medical","226"
"2024-10-01","A DIVISION","3","1","External Factors","18"
"2024-10-01","A DIVISION","3","1","Police & Medical","341"
"2024-10-01","A DIVISION","3","1","Infrastructure & Equipment","413"
"2024-10-01","A DIVISION","3","1","Planned ROW Work","47"
"2024-10-01","A DIVISION","3","1","Operating Conditions","91"
"2024-10-01","A DIVISION","3","1","Crew Availability","28"
"2024-10-01","A DIVISION","3","2","Crew Availability","8"
"2024-10-01","A DIVISION","3","2","Operating Conditions","68"
"2024-10-01","A DIVISION","3","2","Police & Medical","208"
"2024-10-01","A DIVISION","3","2","Planned ROW Work","120"
"2024-10-01","A DIVISION","3","2","External Factors","1"
"2024-10-01","A DIVISION","3","2","Infrastructure & Equipment","75"
"2024-10-01","A DIVISION","4","1","Operating Conditions","179"
"2024-10-01","A DIVISION","4","1","Police & Medical","614"
"2024-10-01","A DIVISION","4","1","Crew Availability","44"
"2024-10-01","A DIVISION","4","1","Planned ROW Work","90"
"2024-10-01","A DIVISION","4","1","External Factors","2"
"2024-10-01","A DIVISION","4","1","Infrastructure & Equipment","575"
"2024-10-01","A DIVISION","4","2","Infrastructure & Equipment","88"
"2024-10-01","A DIVISION","4","2","Operating Conditions","69"
"2024-10-01","A DIVISION","4","2","Police & Medical","68"
"2024-10-01","A DIVISION","4","2","Planned ROW Work","111"
"2024-10-01","A DIVISION","4","2","Crew Availability","10"
"2024-10-01","A DIVISION","5","1","Planned ROW Work","135"
"2024-10-01","A DIVISION","5","1","External Factors","1"
"2024-10-01","A DIVISION","5","1","Infrastructure & Equipment","394"
"2024-10-01","A DIVISION","5","1","Crew Availability","34"
"2024-10-01","A DIVISION","5","1","Police & Medical","443"
"2024-10-01","A DIVISION","5","1","Operating Conditions","105"
"2024-10-01","A DIVISION","5","2","Police & Medical","16"
"2024-10-01","A DIVISION","5","2","Planned ROW Work","34"
"2024-10-01","A DIVISION","5","2","Infrastructure & Equipment","38"
"2024-10-01","A DIVISION","5","2","Operating Conditions","36"
"2024-10-01","A DIVISION","6","1","Operating Conditions","479"
"2024-10-01","A DIVISION","6","1","Police & Medical","833"
"2024-10-01","A DIVISION","6","1","Planned ROW Work","378"
"2024-10-01","A DIVISION","6","1","External Factors","24"
"2024-10-01","A DIVISION","6","1","Infrastructure & Equipment","758"
"2024-10-01","A DIVISION","6","1","Crew Availability","48"
"2024-10-01","A DIVISION","6","2","Operating Conditions","95"
"2024-10-01","A DIVISION","6","2","Planned ROW Work","145"
"2024-10-01","A DIVISION","6","2","Infrastructure & Equipment","66"
"2024-10-01","A DIVISION","6","2","Police & Medical","100"
"2024-10-01","A DIVISION","6","2","Crew Availability","15"
"2024-10-01","A DIVISION","7","1","External Factors","7"
"2024-10-01","A DIVISION","7","1","Crew Availability","68"
"2024-10-01","A DIVISION","7","1","Police & Medical","237"
"2024-10-01","A DIVISION","7","1","Infrastructure & Equipment","308"
"2024-10-01","A DIVISION","7","1","Operating Conditions","11"
"2024-10-01","A DIVISION","7","1","Planned ROW Work","696"
"2024-10-01","A DIVISION","7","2","Infrastructure & Equipment","28"
"2024-10-01","A DIVISION","7","2","Crew Availability","3"
"2024-10-01","A DIVISION","7","2","Operating Conditions","1"
"2024-10-01","A DIVISION","7","2","Police & Medical","70"
"2024-10-01","A DIVISION","7","2","Planned ROW Work","77"
"2024-10-01","B DIVISION","A","1","Operating Conditions","115"
"2024-10-01","B DIVISION","A","1","Planned ROW Work","524"
"2024-10-01","B DIVISION","A","1","Police & Medical","332"
"2024-10-01","B DIVISION","A","1","External Factors","176"
"2024-10-01","B DIVISION","A","1","Crew Availability","134"
"2024-10-01","B DIVISION","A","1","Infrastructure & Equipment","397"
"2024-10-01","B DIVISION","A","2","Infrastructure & Equipment","85"
"2024-10-01","B DIVISION","A","2","Crew Availability","49"
"2024-10-01","B DIVISION","A","2","Police & Medical","108"
"2024-10-01","B DIVISION","A","2","Operating Conditions","56"
"2024-10-01","B DIVISION","A","2","External Factors","43"
"2024-10-01","B DIVISION","A","2","Planned ROW Work","349"
"2024-10-01","B DIVISION","B","1","Operating Conditions","180"
"2024-10-01","B DIVISION","B","1","External Factors","8"
"2024-10-01","B DIVISION","B","1","Planned ROW Work","375"
"2024-10-01","B DIVISION","B","1","Infrastructure & Equipment","740"
"2024-10-01","B DIVISION","B","1","Police & Medical","413"
"2024-10-01","B DIVISION","B","1","Crew Availability","156"
"2024-10-01","B DIVISION","C","1","Planned ROW Work","198"
"2024-10-01","B DIVISION","C","1","External Factors","23"
"2024-10-01","B DIVISION","C","1","Operating Conditions","192"
"2024-10-01","B DIVISION","C","1","Crew Availability","101"
"2024-10-01","B DIVISION","C","1","Infrastructure & Equipment","316"
"2024-10-01","B DIVISION","C","1","Police & Medical","410"
"2024-10-01","B DIVISION","C","2","Police & Medical","76"
"2024-10-01","B DIVISION","C","2","Planned ROW Work","203"
"2024-10-01","B DIVISION","C","2","Infrastructure & Equipment","63"
"2024-10-01","B DIVISION","C","2","External Factors","22"
"2024-10-01","B DIVISION","C","2","Operating Conditions","75"
"2024-10-01","B DIVISION","C","2","Crew Availability","18"
"2024-10-01","B DIVISION","D","1","Planned ROW Work","563"
"2024-10-01","B DIVISION","D","1","Infrastructure & Equipment","676"
"2024-10-01","B DIVISION","D","1","Operating Conditions","155"
"2024-10-01","B DIVISION","D","1","External Factors","2"
"2024-10-01","B DIVISION","D","1","Crew Availability","231"
"2024-10-01","B DIVISION","D","1","Police & Medical","323"
"2024-10-01","B DIVISION","D","2","Operating Conditions","13"
"2024-10-01","B DIVISION","D","2","Planned ROW Work","176"
"2024-10-01","B DIVISION","D","2","External Factors","1"
"2024-10-01","B DIVISION","D","2","Police & Medical","44"
"2024-10-01","B DIVISION","D","2","Infrastructure & Equipment","97"
"2024-10-01","B DIVISION","D","2","Crew Availability","43"
"2024-10-01","B DIVISION","E","1","External Factors","43"
"2024-10-01","B DIVISION","E","1","Infrastructure & Equipment","555"
"2024-10-01","B DIVISION","E","1","Crew Availability","58"
"2024-10-01","B DIVISION","E","1","Operating Conditions","39"
"2024-10-01","B DIVISION","E","1","Planned ROW Work","683"
"2024-10-01","B DIVISION","E","1","Police & Medical","332"
"2024-10-01","B DIVISION","E","2","Operating Conditions","3"
"2024-10-01","B DIVISION","E","2","Crew Availability","7"
"2024-10-01","B DIVISION","E","2","Planned ROW Work","151"
"2024-10-01","B DIVISION","E","2","Police & Medical","58"
"2024-10-01","B DIVISION","E","2","Infrastructure & Equipment","39"
"2024-10-01","B DIVISION","F","1","Police & Medical","394"
"2024-10-01","B DIVISION","F","1","Planned ROW Work","1,121"
"2024-10-01","B DIVISION","F","1","Crew Availability","205"
"2024-10-01","B DIVISION","F","1","Infrastructure & Equipment","568"
"2024-10-01","B DIVISION","F","1","External Factors","24"
"2024-10-01","B DIVISION","F","1","Operating Conditions","119"
"2024-10-01","B DIVISION","F","2","Infrastructure & Equipment","98"
"2024-10-01","B DIVISION","F","2","Police & Medical","50"
"2024-10-01","B DIVISION","F","2","Operating Conditions","6"
"2024-10-01","B DIVISION","F","2","Crew Availability","42"
"2024-10-01","B DIVISION","F","2","Planned ROW Work","405"
"2024-10-01","B DIVISION","G","1","Planned ROW Work","598"
"2024-10-01","B DIVISION","G","1","Infrastructure & Equipment","469"
"2024-10-01","B DIVISION","G","1","Police & Medical","228"
"2024-10-01","B DIVISION","G","1","Operating Conditions","57"
"2024-10-01","B DIVISION","G","1","Crew Availability","73"
"2024-10-01","B DIVISION","G","2","Planned ROW Work","9"
"2024-10-01","B DIVISION","G","2","Police & Medical","15"
"2024-10-01","B DIVISION","G","2","Operating Conditions","2"
"2024-10-01","B DIVISION","G","2","Crew Availability","38"
"2024-10-01","B DIVISION","G","2","Infrastructure & Equipment","32"
"2024-10-01","B DIVISION","JZ","1","External Factors","13"
"2024-10-01","B DIVISION","JZ","1","Infrastructure & Equipment","233"
"2024-10-01","B DIVISION","JZ","1","Police & Medical","215"
"2024-10-01","B DIVISION","JZ","1","Crew Availability","74"
"2024-10-01","B DIVISION","JZ","1","Operating Conditions","128"
"2024-10-01","B DIVISION","JZ","1","Planned ROW Work","773"
"2024-10-01","B DIVISION","JZ","2","Infrastructure & Equipment","28"
"2024-10-01","B DIVISION","JZ","2","Crew Availability","19"
"2024-10-01","B DIVISION","JZ","2","Operating Conditions","7"
"2024-10-01","B DIVISION","JZ","2","Planned ROW Work","31"
"2024-10-01","B DIVISION","JZ","2","Police & Medical","31"
"2024-10-01","B DIVISION","L","1","Police & Medical","188"
"2024-10-01","B DIVISION","L","1","Crew Availability","77"
"2024-10-01","B DIVISION","L","1","Planned ROW Work","225"
"2024-10-01","B DIVISION","L","1","Operating Conditions","11"
"2024-10-01","B DIVISION","L","1","Infrastructure & Equipment","253"
"2024-10-01","B DIVISION","L","1","External Factors","4"
"2024-10-01","B DIVISION","L","2","Infrastructure & Equipment","84"
"2024-10-01","B DIVISION","L","2","Crew Availability","33"
"2024-10-01","B DIVISION","L","2","Planned ROW Work","13"
"2024-10-01","B DIVISION","L","2","Police & Medical","26"
"2024-10-01","B DIVISION","M","1","Operating Conditions","71"
"2024-10-01","B DIVISION","M","1","Police & Medical","185"
"2024-10-01","B DIVISION","M","1","Infrastructure & Equipment","453"
"2024-10-01","B DIVISION","M","1","Crew Availability","158"
"2024-10-01","B DIVISION","M","1","External Factors","39"
"2024-10-01","B DIVISION","M","1","Planned ROW Work","280"
"2024-10-01","B DIVISION","M","2","Police & Medical","2"
"2024-10-01","B DIVISION","M","2","Planned ROW Work","4"
"2024-10-01","B DIVISION","M","2","Crew Availability","2"
"2024-10-01","B DIVISION","M","2","Infrastructure & Equipment","14"
"2024-10-01","B DIVISION","N","1","External Factors","3"
"2024-10-01","B DIVISION","N","1","Infrastructure & Equipment","988"
"2024-10-01","B DIVISION","N","1","Crew Availability","228"
"2024-10-01","B DIVISION","N","1","Police & Medical","481"
"2024-10-01","B DIVISION","N","1","Operating Conditions","164"
"2024-10-01","B DIVISION","N","1","Planned ROW Work","909"
"2024-10-01","B DIVISION","N","2","Operating Conditions","14"
"2024-10-01","B DIVISION","N","2","External Factors","1"
"2024-10-01","B DIVISION","N","2","Police & Medical","61"
"2024-10-01","B DIVISION","N","2","Infrastructure & Equipment","96"
"2024-10-01","B DIVISION","N","2","Crew Availability","42"
"2024-10-01","B DIVISION","N","2","Planned ROW Work","119"
"2024-10-01","B DIVISION","Q","1","Crew Availability","136"
"2024-10-01","B DIVISION","Q","1","Planned ROW Work","477"
"2024-10-01","B DIVISION","Q","1","Infrastructure & Equipment","558"
"2024-10-01","B DIVISION","Q","1","Police & Medical","457"
"2024-10-01","B DIVISION","Q","1","External Factors","12"
"2024-10-01","B DIVISION","Q","1","Operating Conditions","106"
"2024-10-01","B DIVISION","Q","2","Police & Medical","58"
"2024-10-01","B DIVISION","Q","2","Infrastructure & Equipment","88"
"2024-10-01","B DIVISION","Q","2","Crew Availability","26"
"2024-10-01","B DIVISION","Q","2","Operating Conditions","9"
"2024-10-01","B DIVISION","Q","2","External Factors","9"
"2024-10-01","B DIVISION","Q","2","Planned ROW Work","47"
"2024-10-01","B DIVISION","R","1","Infrastructure & Equipment","778"
"2024-10-01","B DIVISION","R","1","Planned ROW Work","377"
"2024-10-01","B DIVISION","R","1","Operating Conditions","94"
"2024-10-01","B DIVISION","R","1","Crew Availability","122"
"2024-10-01","B DIVISION","R","1","Police & Medical","259"
"2024-10-01","B DIVISION","R","1","External Factors","1"
"2024-10-01","B DIVISION","R","2","Operating Conditions","10"
"2024-10-01","B DIVISION","R","2","Police & Medical","44"
"2024-10-01","B DIVISION","R","2","Infrastructure & Equipment","39"
"2024-10-01","B DIVISION","R","2","Crew Availability","18"
"2024-10-01","B DIVISION","R","2","Planned ROW Work","116"
"2024-10-01","B DIVISION","S 42nd","1","Crew Availability","1"
"2024-10-01","B DIVISION","S 42nd","1","Infrastructure & Equipment","12"
"2024-10-01","B DIVISION","S 42nd","2","Infrastructure & Equipment","42"
"2024-10-01","B DIVISION","S Fkln","1","External Factors","27"
"2024-10-01","B DIVISION","S Fkln","1","Planned ROW Work","9"
"2024-10-01","B DIVISION","S Fkln","1","Police & Medical","57"
"2024-10-01","B DIVISION","S Fkln","1","Crew Availability","1"
"2024-10-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","6"
"2024-10-01","B DIVISION","S Fkln","2","Police & Medical","2"
"2024-10-01","B DIVISION","S Rock","1","External Factors","114"
"2024-10-01","B DIVISION","S Rock","1","Police & Medical","25"
"2024-10-01","B DIVISION","S Rock","1","Crew Availability","9"
"2024-10-01","B DIVISION","S Rock","1","Planned ROW Work","42"
"2024-10-01","B DIVISION","S Rock","1","Operating Conditions","2"
"2024-10-01","B DIVISION","S Rock","1","Infrastructure & Equipment","29"
"2024-10-01","B DIVISION","S Rock","2","Police & Medical","1"
"2024-10-01","B DIVISION","S Rock","2","External Factors","14"
"2024-11-01","A DIVISION","1","1","Operating Conditions","284"
"2024-11-01","A DIVISION","1","1","Infrastructure & Equipment","381"
"2024-11-01","A DIVISION","1","1","Planned ROW Work","340"
"2024-11-01","A DIVISION","1","1","Crew Availability","50"
"2024-11-01","A DIVISION","1","1","External Factors","34"
"2024-11-01","A DIVISION","1","1","Police & Medical","491"
"2024-11-01","A DIVISION","1","2","Crew Availability","6"
"2024-11-01","A DIVISION","1","2","External Factors","5"
"2024-11-01","A DIVISION","1","2","Operating Conditions","80"
"2024-11-01","A DIVISION","1","2","Police & Medical","174"
"2024-11-01","A DIVISION","1","2","Planned ROW Work","116"
"2024-11-01","A DIVISION","1","2","Infrastructure & Equipment","99"
"2024-11-01","A DIVISION","2","1","Operating Conditions","252"
"2024-11-01","A DIVISION","2","1","Police & Medical","624"
"2024-11-01","A DIVISION","2","1","Infrastructure & Equipment","485"
"2024-11-01","A DIVISION","2","1","External Factors","37"
"2024-11-01","A DIVISION","2","1","Planned ROW Work","444"
"2024-11-01","A DIVISION","2","1","Crew Availability","35"
"2024-11-01","A DIVISION","2","2","Infrastructure & Equipment","198"
"2024-11-01","A DIVISION","2","2","Operating Conditions","193"
"2024-11-01","A DIVISION","2","2","Crew Availability","17"
"2024-11-01","A DIVISION","2","2","Police & Medical","258"
"2024-11-01","A DIVISION","2","2","Planned ROW Work","237"
"2024-11-01","A DIVISION","3","1","Crew Availability","26"
"2024-11-01","A DIVISION","3","1","Planned ROW Work","74"
"2024-11-01","A DIVISION","3","1","External Factors","27"
"2024-11-01","A DIVISION","3","1","Operating Conditions","126"
"2024-11-01","A DIVISION","3","1","Police & Medical","370"
"2024-11-01","A DIVISION","3","1","Infrastructure & Equipment","300"
"2024-11-01","A DIVISION","3","2","Police & Medical","202"
"2024-11-01","A DIVISION","3","2","External Factors","2"
"2024-11-01","A DIVISION","3","2","Crew Availability","8"
"2024-11-01","A DIVISION","3","2","Planned ROW Work","212"
"2024-11-01","A DIVISION","3","2","Operating Conditions","96"
"2024-11-01","A DIVISION","3","2","Infrastructure & Equipment","118"
"2024-11-01","A DIVISION","4","1","Planned ROW Work","192"
"2024-11-01","A DIVISION","4","1","Police & Medical","431"
"2024-11-01","A DIVISION","4","1","External Factors","9"
"2024-11-01","A DIVISION","4","1","Infrastructure & Equipment","373"
"2024-11-01","A DIVISION","4","1","Operating Conditions","157"
"2024-11-01","A DIVISION","4","1","Crew Availability","33"
"2024-11-01","A DIVISION","4","2","Police & Medical","254"
"2024-11-01","A DIVISION","4","2","Operating Conditions","112"
"2024-11-01","A DIVISION","4","2","Infrastructure & Equipment","260"
"2024-11-01","A DIVISION","4","2","Crew Availability","12"
"2024-11-01","A DIVISION","4","2","Planned ROW Work","101"
"2024-11-01","A DIVISION","5","1","Operating Conditions","58"
"2024-11-01","A DIVISION","5","1","Infrastructure & Equipment","333"
"2024-11-01","A DIVISION","5","1","External Factors","17"
"2024-11-01","A DIVISION","5","1","Crew Availability","21"
"2024-11-01","A DIVISION","5","1","Police & Medical","558"
"2024-11-01","A DIVISION","5","1","Planned ROW Work","61"
"2024-11-01","A DIVISION","5","2","Police & Medical","188"
"2024-11-01","A DIVISION","5","2","Infrastructure & Equipment","123"
"2024-11-01","A DIVISION","5","2","Operating Conditions","94"
"2024-11-01","A DIVISION","5","2","Crew Availability","5"
"2024-11-01","A DIVISION","5","2","External Factors","5"
"2024-11-01","A DIVISION","5","2","Planned ROW Work","148"
"2024-11-01","A DIVISION","6","1","Infrastructure & Equipment","915"
"2024-11-01","A DIVISION","6","1","Crew Availability","28"
"2024-11-01","A DIVISION","6","1","Police & Medical","835"
"2024-11-01","A DIVISION","6","1","Operating Conditions","379"
"2024-11-01","A DIVISION","6","1","Planned ROW Work","268"
"2024-11-01","A DIVISION","6","2","Planned ROW Work","65"
"2024-11-01","A DIVISION","6","2","Operating Conditions","142"
"2024-11-01","A DIVISION","6","2","Infrastructure & Equipment","147"
"2024-11-01","A DIVISION","6","2","Police & Medical","110"
"2024-11-01","A DIVISION","6","2","Crew Availability","6"
"2024-11-01","A DIVISION","7","1","Planned ROW Work","226"
"2024-11-01","A DIVISION","7","1","External Factors","53"
"2024-11-01","A DIVISION","7","1","Operating Conditions","30"
"2024-11-01","A DIVISION","7","1","Infrastructure & Equipment","406"
"2024-11-01","A DIVISION","7","1","Crew Availability","52"
"2024-11-01","A DIVISION","7","1","Police & Medical","343"
"2024-11-01","A DIVISION","7","2","Infrastructure & Equipment","77"
"2024-11-01","A DIVISION","7","2","Planned ROW Work","72"
"2024-11-01","A DIVISION","7","2","Police & Medical","64"
"2024-11-01","A DIVISION","7","2","Operating Conditions","1"
"2024-11-01","B DIVISION","A","1","Infrastructure & Equipment","614"
"2024-11-01","B DIVISION","A","1","Planned ROW Work","402"
"2024-11-01","B DIVISION","A","1","Crew Availability","110"
"2024-11-01","B DIVISION","A","1","Police & Medical","338"
"2024-11-01","B DIVISION","A","1","Operating Conditions","107"
"2024-11-01","B DIVISION","A","1","External Factors","98"
"2024-11-01","B DIVISION","A","2","Planned ROW Work","345"
"2024-11-01","B DIVISION","A","2","Infrastructure & Equipment","183"
"2024-11-01","B DIVISION","A","2","Crew Availability","92"
"2024-11-01","B DIVISION","A","2","Police & Medical","155"
"2024-11-01","B DIVISION","A","2","Operating Conditions","159"
"2024-11-01","B DIVISION","A","2","External Factors","40"
"2024-11-01","B DIVISION","B","1","Operating Conditions","186"
"2024-11-01","B DIVISION","B","1","Police & Medical","352"
"2024-11-01","B DIVISION","B","1","Infrastructure & Equipment","589"
"2024-11-01","B DIVISION","B","1","Crew Availability","126"
"2024-11-01","B DIVISION","B","1","Planned ROW Work","178"
"2024-11-01","B DIVISION","C","1","Operating Conditions","137"
"2024-11-01","B DIVISION","C","1","Infrastructure & Equipment","448"
"2024-11-01","B DIVISION","C","1","Police & Medical","448"
"2024-11-01","B DIVISION","C","1","Planned ROW Work","121"
"2024-11-01","B DIVISION","C","1","Crew Availability","96"
"2024-11-01","B DIVISION","C","1","External Factors","3"
"2024-11-01","B DIVISION","C","2","Planned ROW Work","83"
"2024-11-01","B DIVISION","C","2","Infrastructure & Equipment","84"
"2024-11-01","B DIVISION","C","2","Operating Conditions","55"
"2024-11-01","B DIVISION","C","2","External Factors","4"
"2024-11-01","B DIVISION","C","2","Crew Availability","4"
"2024-11-01","B DIVISION","C","2","Police & Medical","51"
"2024-11-01","B DIVISION","D","1","Operating Conditions","182"
"2024-11-01","B DIVISION","D","1","Infrastructure & Equipment","633"
"2024-11-01","B DIVISION","D","1","External Factors","1"
"2024-11-01","B DIVISION","D","1","Crew Availability","146"
"2024-11-01","B DIVISION","D","1","Police & Medical","364"
"2024-11-01","B DIVISION","D","1","Planned ROW Work","431"
"2024-11-01","B DIVISION","D","2","Crew Availability","36"
"2024-11-01","B DIVISION","D","2","Planned ROW Work","141"
"2024-11-01","B DIVISION","D","2","Infrastructure & Equipment","107"
